,x lower,x upper,y lower,y upper,0 lower,0 upper,1 lower,1 upper,2 lower,2 upper,3 lower,3 upper
65,0.351120234,0.373992801,-0.872547388,-0.859775424,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
66,0.322407007,0.326052964,-0.888734221,-0.883106351,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
67,0.326052964,0.340212882,-0.951572478,-0.95050168,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
68,0.165277883,0.167167604,-0.989953876,-0.987562418,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
69,0.00703201303,0.0186571367,0.708284259,0.717901587,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
70,-0.0522033945,-0.0483702943,0.332720935,0.333606541,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
71,-0.763147116,-0.760407925,1.0747323,1.07716465,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
72,-0.0775514841,-0.0765485764,0.362101048,0.38251847,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
73,-0.921422958,-0.919027448,0.717901587,0.84931165,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
74,-0.533958912,-0.51016742,-0.717414856,-0.671088696,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
75,0.0349686816,0.0456257537,0.497645378,0.552112937,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
76,-0.939634919,-0.935778975,0.928292394,0.932721138,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
77,-0.891919732,-0.884317815,-0.229602337,-0.207677051,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
78,-0.796468973,-0.791532099,0.892702043,0.89793843,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
79,-0.0569101125,-0.0522033945,0.552112937,0.577411652,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
80,-0.0599980801,-0.0592412464,-1.07323217,-1.06097341,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
81,0.0708877891,0.0762474835,0.38251847,0.420835197,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
82,0.0456257537,0.0470352471,0.0236433186,0.0288200565,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
83,0.481563866,0.522117019,-0.780418992,-0.773461461,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
84,0.930939078,0.932220578,0.965468645,0.979492188,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
85,-0.788645387,-0.784978867,1.15774012,1.15820897,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
86,-0.732134163,-0.725037813,-0.40371716,-0.379976958,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
87,0.0570118763,0.0597147793,0.552112937,0.673232675,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
88,-0.0474826321,-0.0455826856,0.346850276,0.362101048,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
89,0.00703201303,0.0186571367,0.0540044755,0.0734363049,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
90,0.570794463,0.581265569,-0.655116677,-0.651175618,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
91,-0.725037813,-0.723675251,0.717901587,0.84931165,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
92,0.595169663,0.621762872,1.09810281,1.10085642,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
93,0.115046509,0.119406007,-0.989953876,-0.987562418,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
94,-0.809822142,-0.80703181,0.928292394,0.933380187,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
95,-0.551449418,-0.538150609,-0.717414856,-0.684545755,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
96,0.889167964,0.890288353,-0.190188095,-0.185673118,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
97,0.784168005,0.792262435,0.99567616,1.00075936,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
98,0.742219508,0.750324249,1.00811577,1.00950885,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
99,1.04784703,1.08101466766576,1.20580745,1.21870983,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
100,-0.912350535,-0.910628378,-0.185673118,-0.165009081,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
101,-0.855128109,-0.853559852,0.965468645,0.980768919,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
102,0.167167604,0.181631148,0.111793704,0.150818065,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
103,-0.51016742,-0.403560966,-0.717414856,-0.678768277,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
104,-0.0315793231,-0.0255423076,0.308426857,0.315361351,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
105,-0.823018074,-0.821686029,1.06847417,1.07169271,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
106,0.524550557,0.570794463,-0.678768277,-0.655116677,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
107,-0.21081093,-0.178717017,-1.04560876,-1.04512215,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
108,-0.0644610226,-0.0592412464,0.128022447,0.150818065,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
109,0.126041606,0.129475683,0.370422214,0.38251847,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
110,0.849159062,0.855623305,1.00516939,1.0073123,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
111,-0.891919732,-0.884317815,1.10692978,1.10760868,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
112,-0.569911957,-0.538150609,1.07169271,1.0747323,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
113,-0.0442808494,-0.0428859815,0.577411652,0.673232675,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
114,-0.403560966,-0.394499838,-0.929313004,-0.921923637,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
115,0.237869352,0.279926479,-0.897801757,-0.894762099,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
116,0.920219123,0.9235183,1.13034749,1.13320804,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
117,0.581265569,0.584028065,-0.717414856,-0.678768277,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
118,0.890288353,0.893499851,1.04043508,1.04207301,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
119,0.621762872,0.645103037,-0.597394288,-0.563254178,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
120,-0.0107732657,-0.00789645687,0.170318961,0.176073402,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
121,-0.769285679,-0.765919089,1.03457439,1.04043508,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
122,-0.0343686193,-0.0315793231,0.577411652,0.673232675,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
123,-0.835938692,-0.832156777,1.12549603,1.1278584,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
124,-0.809822142,-0.80703181,-0.37208271,-0.362981856,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
125,0.772486448,0.775476813,0.928292394,0.933380187,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
126,-0.692749143,-0.67496103,-0.511759162,-0.49112761,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
127,-0.666853547,-0.636451662,1.04043508,1.04207301,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
128,0.351120234,0.374058932,-0.847886205,-0.829348564,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
129,0.481563866,0.522117019,-0.645204306,-0.633578598,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
130,0.621762872,0.713678002,0.911108136,0.913555741,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
131,0.481563866,0.522117019,-0.780418992,-0.773461461,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
132,0.167167604,0.181631148,-0.933664441,-0.929313004,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
133,-0.746559262,-0.744420052,0.928292394,0.933380187,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
134,0.229706377,0.279926479,-1.01691651,-0.989953876,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
135,1.02941275,1.08101466766576,-0.121588767,0.00273885811,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
136,0.826339424,0.829878211,-0.362981856,-0.354557067,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
137,-0.603112221,-0.582047224,0.937291086,0.951900303,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
138,-0.0428859815,-0.0343686193,0.577411652,0.663144112,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
139,-0.769285679,-0.765919089,0.937291086,0.951900303,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
140,-0.959924936,-0.952346385,-0.0491458364,-0.0308822896,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
141,-0.598536491,-0.582047224,-0.645204306,-0.633578598,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
142,-0.354678988,-0.343778074,-0.921923637,-0.914032996,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
143,-0.386488169,-0.367482543,-0.933664441,-0.929313004,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
144,0.0856924653,0.0881176144,0.0450736247,0.0540044755,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
145,-0.0315793231,-0.0134225581,0.708284259,0.717901587,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
146,-0.917301118,-0.914883196,0.924847484,0.926364005,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
147,0.019542966,0.0294876136,0.497645378,0.552112937,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
148,0.134354115,0.138082966,-0.986089349,-0.982499719,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
149,-0.934656084,-0.932297349,0.892702043,0.89793843,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
150,-0.784978867,-0.781201959,0.717901587,0.84931165,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
151,0.837550342,0.847899675,1.05694079,1.06123185,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
152,-0.959924936,-0.952346385,-0.103151888,-0.0880383551,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
153,0.995506287,0.998421431,0.0151318582,0.0236433186,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
154,-0.57877326,-0.575491309,0.965468645,0.980768919,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
155,0.584028065,0.621762872,1.00811577,1.00950885,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
156,-0.403560966,-0.394499838,-0.798726439,-0.793589234,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
157,-0.51016742,-0.403560966,-0.671088696,-0.655116677,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
158,0.760231078,0.775476813,1.10865104,1.11036777,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
159,-0.178717017,-0.151288658,0.111793704,0.150818065,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
160,-0.091114901,-0.0897354633,-0.981790841,-0.981025577,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
161,-0.751962781,-0.748921752,-0.37208271,-0.362981856,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
162,-0.0775514841,-0.0765485764,0.552112937,0.673232675,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
163,-0.582047224,-0.57877326,-0.645204306,-0.633578598,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
164,0.935060859,0.93945533,-0.139062166,-0.121588767,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
165,-0.246681407,-0.212075546,-0.852408826,-0.829348564,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
166,-0.986056626,-0.983493328,-0.0149445357,0.0143080037,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
167,0.986442327,0.992318392,0.951900303,0.955551028,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
168,0.760231078,0.775476813,1.13034749,1.13320804,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
169,0.918338537,0.920219123,1.13320804,1.13762617,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
170,0.279926479,0.297889352,-0.900770307,-0.899834514,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
171,0.7796821,0.784168005,0.987314224,0.990944505,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
172,-0.533958912,-0.51016742,-0.671088696,-0.655116677,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
173,0.190811098,0.199194849,-0.958953738,-0.953308702,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
174,-0.0753617212,-0.0722239465,0.466399163,0.471465141,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
175,0.0708877891,0.0762474835,0.170318961,0.176073402,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
176,-0.0897354633,-0.0872552171,-1.02703357,-1.0206238,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
177,1.02941275,1.08101466766576,0.0236433186,0.027706787,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
178,0.800091743,0.801792681,1.04583383,1.05694079,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
179,0.190811098,0.229706377,-0.912988067,-0.911452532,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
180,0.80463171,0.806661069,-0.354557067,-0.343732417,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
181,-0.00789645687,0.000281435961,0.274807334,0.281295568,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
182,0.837550342,0.849159062,0.914501429,0.919232488,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
183,0.0597147793,0.0642284304,0.316620111,0.332720935,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
184,0.862347364,0.864342988,1.20580745,1.21870983,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
185,-0.87687099,-0.870820045,0.965468645,0.980768919,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
186,-0.636184931,-0.603112221,1.00075936,1.00444508,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
187,-0.0428859815,-0.0415719524,-1.03519297,-1.03265619,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
188,-0.0428859815,-0.0365209654,0.38251847,0.420835197,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
189,0.865959644,0.86755693,1.00950885,1.01325893,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
190,-0.895929456,-0.894551456,0.881341279,0.884796143,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
191,0.80463171,0.806661069,0.965468645,0.980768919,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
192,0.645103037,0.713678002,-0.597394288,-0.563254178,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
193,0.943682551,0.948501468,0.955551028,0.964284658,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
194,0.833528638,0.835171342,-0.366502136,-0.362981856,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
195,0.0349686816,0.0456257537,0.255411685,0.261506975,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
196,-0.720608711,-0.70217073,0.884796143,0.889797449,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
197,1.00104046,1.00278592,0.0540044755,0.0734363049,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
198,-0.636184931,-0.603112221,1.07716465,1.08322191,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
199,0.297889352,0.303818405,-0.948969126,-0.939080238,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
200,-0.823018074,-0.821686029,1.04043508,1.04207301,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
201,-0.744420052,-0.725037813,1.06847417,1.07169271,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
202,-0.091114901,-0.0897354633,0.477271527,0.497645378,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
203,0.481563866,0.522117019,-0.717414856,-0.678768277,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
204,-0.0315793231,-0.0134225581,0.497645378,0.521440744,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
205,0.351120234,0.373992801,-0.966793478,-0.963753581,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
206,0.900435567,0.903401256,0.914501429,0.919232488,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
207,-0.218375787,-0.212075546,-1.04633355,-1.04560876,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
208,-0.218375787,-0.212075546,-0.981025577,-0.980572581,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
209,-0.212075546,-0.178717017,-0.951572478,-0.95050168,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
210,0.832047284,0.833528638,1.14677906,1.14726973,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
211,0.0762474835,0.083945781,0.466399163,0.471465141,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
212,0.019542966,0.0294876136,0.708284259,0.717901587,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
213,-0.774130881,-0.77314651,0.913555741,0.924174309,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
214,0.713678002,0.738358796,0.99567616,1.00075936,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
215,0.0543642007,0.0570118763,0.450879127,0.455868304,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
216,0.792262435,0.799402595,0.876370788,0.878353477,0.0,1.0,0.5,1.0,0.0,1.0,0.0,1.0
217,-0.0897354633,-0.0872552171,0.0450736247,0.0540044755,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
218,-0.959924936,-0.952346385,-0.121197514,-0.103151888,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
219,0.884227753,0.889167964,-0.196553618,-0.190188095,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
220,0.914172709,0.918338537,-0.139062166,-0.121588767,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
221,0.0993981808,0.101971,-1.05706859,-1.05284667,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
222,-0.666853547,-0.636184931,0.858757198,0.864808917,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
223,-0.731584549,-0.725225925,1.13762617,1.14337111,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
224,0.126041606,0.129315168,-1.01691651,-0.989953876,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
225,0.524550557,0.584028065,1.11395454,1.11687088,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
226,-0.0722239465,-0.0683384538,0.00796846393,0.0143080037,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
227,-0.843293428,-0.841136098,1.00733662,1.00774193,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
228,0.0323904194,0.0337602422,0.673535228,0.680988073,0.0,1.0,0.0,0.5,0.0,1.0,0.0,1.0
