"","Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"92","I",0.386980890624069,0.278654320007183,0.0831974504031857,0.245890054340588,0.121782084957713,0.034428418654483,0.0685864301252946,8
"93","F",0.583533874110834,0.474076619848206,0.175696067744662,1.20119907476178,0.423907690247032,0.173201274696091,0.382792853577781,17
"94","F",0.519443370132065,0.389442633197449,0.140673057875755,0.719606411111422,0.370497479724066,0.133695858930409,0.222167011238864,10
"95","I",0.507047097200588,0.420147205615359,0.130741015365924,0.761811099223417,0.26591691980626,0.186359501606475,0.228593334131167,11
"96","F",0.538515928031864,0.469439473678306,0.160244752885505,0.931129483535535,0.487052675919739,0.214094732059711,0.258844267452879,8
"97","M",0.663376103909823,0.498257906850646,0.167926991672178,1.33475428328073,0.49276140340368,0.365701227900972,0.345166549759878,13
"98","F",0.653215558263696,0.539822654218448,0.207012157234372,1.73198853078736,0.628993630815398,0.332842329595811,0.540524065609063,17
"99","M",0.46325107438664,0.36851780097202,0.126242241327369,0.592072088936263,0.299843104781928,0.118918219370196,0.14545057071314,9
"100","F",0.579067642005479,0.468381606503329,0.166564596933203,0.993684101474073,0.513130940121749,0.249179598417645,0.271980728427072,11
"101","I",0.482521626677975,0.35774996666521,0.148648934110812,0.550837222117882,0.263249747797485,0.150254829897005,0.209914343799367,8
"102","M",0.609830182065718,0.471226322443327,0.169101801966495,1.0724212885054,0.533397223660501,0.383604142670284,0.339491721342356,10
"103","M",0.556310357635062,0.42376361963586,0.159607131065533,0.873777484476916,0.405076697907432,0.191801925738343,0.232529152068518,9
"104","I",0.433626736087814,0.319643206878724,0.111938396571755,0.397384964419108,0.165799666955438,0.0899422659819989,0.118460640799196,6
"105","M",0.430476157806335,0.328264589507517,0.0987985345672349,0.36914066498667,0.166847787620388,0.0727363106270459,0.108996476125385,7
"106","I",0.333100643477212,0.216512956331267,0.0505663787702211,0.0819650211353255,0.0444684072817997,0.0291067055420544,0.0366293295322237,5
"107","M",0.474165096452261,0.359631919701065,0.202813257600811,1.17771316085112,0.501410733710221,0.290562701094713,0.400103171527865,11
"108","F",0.45958181371882,0.34943143733915,0.104355891551857,0.421883624866797,0.157244007975701,0.0959558524198365,0.104044803887138,8
"109","I",0.325232368200579,0.256194511606682,0.0914760820534803,0.191251050154632,0.0672770591456329,0.0492905553609869,0.0525216002969885,8
"110","M",0.367387280648462,0.2812873030444,0.0901622553686795,0.266259161056276,0.104680859787408,0.0522341595314396,0.0751143774968434,6
"111","M",0.59274656713808,0.459147600983881,0.123323292692342,1.11057949425553,0.457471358186945,0.232252856549309,0.218142364041921,11
"112","M",0.499285465647701,0.35135717384011,0.131563614257667,0.805308127060229,0.305323321587723,0.181494015766856,0.300400814911312,14
"113","F",0.560116746035378,0.447615376608124,0.172705187543895,0.941746832146585,0.440484545345148,0.223616297205999,0.300567827797957,8
"114","F",0.379298428789208,0.31347910143523,0.103031215348329,0.320382528367265,0.132861834600755,0.0607738942604622,0.0932671628166315,9
"115","I",0.553029892233116,0.423495204856967,0.168792078974322,0.739821045868328,0.287771909931355,0.195828883448339,0.274563140496961,8
"116","M",0.456548421624469,0.378803153695906,0.128995867688353,0.555671152444397,0.25120408861673,0.130194146194843,0.161296516379487,10
"117","I",0.509548951278028,0.384130399290946,0.124553603277553,0.602315775288823,0.280372263399669,0.122034401534594,0.140998485233394,8
"118","F",0.697511146705825,0.511296711088089,0.194600450516801,1.74270507370593,0.73517091473043,0.46714470079799,0.469874345768829,10
"119","I",0.372976633363634,0.279524429144652,0.0994033008877078,0.209262978106255,0.110887104511945,0.0601061441258059,0.0698314116590358,7
"120","I",0.465579448364479,0.349497593013698,0.124990292054375,0.475418471007305,0.212627687526494,0.116290223691354,0.140237222658769,8
"121","F",0.679551187527241,0.494341669892421,0.221137956008748,1.43321423751002,0.515141702404914,0.389457362743616,0.505455283276124,14
"122","M",0.547641350182417,0.413469505340247,0.17181530226747,0.76778276760583,0.269160928602382,0.168469495172324,0.258671652292235,9
"123","M",0.573740987018174,0.453616875750993,0.149351967815654,0.965674256048734,0.437280526130809,0.262548856406762,0.258843596550834,13
"124","M",0.621378217230247,0.456823994230001,0.123319933368619,0.981277376974619,0.516009803401937,0.17114881546519,0.200390176048165,10
"125","I",0.280262948296953,0.21051790162136,0.0724747844614162,0.113620979164053,0.0432894047168871,0.0281157639338853,0.0324442423583059,5
"126","F",0.66929838673206,0.519130709675979,0.160437522523781,1.38663092018533,0.606955034961306,0.321432484663061,0.415869388026839,10
"127","F",0.693365511330042,0.538952246540967,0.164420711673497,1.52900377407485,0.690870302548102,0.394207882323489,0.30684926008214,10
"128","M",0.606353051224234,0.480861047832745,0.148621678830078,1.02791353497691,0.509666605470444,0.327322329000948,0.307030690403986,10
"129","F",0.576980913751417,0.459858681100909,0.145281928225795,0.992221811258155,0.432468966649888,0.207931881974485,0.252460397717339,10
"130","I",0.509268219648884,0.369364307987516,0.124354045499779,0.593408070554189,0.214157122800269,0.139125326216091,0.165660481547898,7
"131","F",0.658382709069182,0.474247593389373,0.163024972258199,1.4239334552284,0.718434109113231,0.338343440296426,0.327556912295951,9
"132","M",0.46626622531768,0.351782439945536,0.12683050706321,0.450739838139927,0.218583644917972,0.120695858442743,0.169176693945054,9
"133","M",0.530364602565669,0.412734764678985,0.123169850832202,0.754127849828305,0.253941317530054,0.196872969936966,0.242150855874273,14
"134","M",0.592308516968998,0.479474623054734,0.171585547066392,1.18730951316587,0.492975337415105,0.235757042783271,0.449755506181245,11
"135","M",0.557095878536447,0.424406131263692,0.132097439438485,0.818306786912767,0.373719126388779,0.149649281269166,0.231827981100775,11
"136","M",0.577140137214966,0.423596885058548,0.129477749299034,0.730807870601007,0.325345053283199,0.146377054738044,0.193962756245929,10
"137","M",0.564451194836946,0.417285282477916,0.142200125562906,0.780050630596827,0.317780976043857,0.153792517070723,0.267271127705966,10
"138","F",0.511877748487298,0.399396830628291,0.201431974789597,0.86412980091011,0.305905966247136,0.177775656263563,0.304830605965576,14
"139","I",0.528674248049013,0.428701140212699,0.166473275797021,0.611576022075107,0.254576772012686,0.149912835027996,0.211243733642926,9
"140","M",0.645319249483083,0.53031113373818,0.165852784153809,1.28752166642363,0.652760175972244,0.28670030099015,0.438934748678843,14
"141","M",0.617221143529484,0.487436245426946,0.176844762750645,1.21902197425453,0.683531113398288,0.244701226888434,0.306091961790652,8
"142","I",0.469424780598925,0.362300263260422,0.121136216385135,0.600489344792018,0.293412623566476,0.0884062654497747,0.150778305865395,7
"143","I",0.236920146682903,0.178988385430985,0.0788668360040532,0.0679022465333325,0.0327308708092668,0.0143403096578087,0.0224000441540333,5
"144","F",0.633327324605806,0.517528440686837,0.161433792541364,1.34139518118968,0.634230172861812,0.334442793142313,0.34726851721302,9
"145","I",0.436260638631008,0.326997209557642,0.113521680579446,0.330588327457099,0.220133083838845,0.0759014069536539,0.109351033355744,6
"146","F",0.519834446790518,0.389194135024135,0.147011360313505,0.605839589156328,0.287498318095027,0.128258855906307,0.182537540648237,11
"147","F",0.523692840937368,0.422631709571421,0.160817217213779,0.671949683951555,0.263166395173194,0.115456264006189,0.216780096648727,8
"148","M",0.707642141684892,0.543898042328152,0.204855351342714,1.7788810830092,0.936106938444472,0.369151708013553,0.626926934514701,16
"149","F",0.529339023378227,0.453942939229433,0.135079060865935,0.676526505502177,0.288989233704575,0.151054521762297,0.218888471016651,11
"150","I",0.286022055661901,0.216546981729444,0.0656408989831956,0.109006493593147,0.0464899833212225,0.0238125111171571,0.0283349857559748,5
"151","I",0.294587446457856,0.218991984904042,0.0928067102356441,0.109746356856031,0.0388786200094865,0.0254938219660045,0.0340265746022245,5
"152","F",0.453543628427934,0.342827081735369,0.12079228113247,0.399492643083235,0.210434774132869,0.0611622992566554,0.119235801116093,6
"153","F",0.709185785988773,0.575214917113797,0.210899392804201,2.1363212748813,0.602515703160832,0.407091625580284,0.645750473051139,13
"154","I",0.445411921033253,0.344394858365265,0.100317059077226,0.488792627417573,0.148204698004103,0.101256695650365,0.117829228218888,7
"155","F",0.520683711061143,0.392927843791327,0.113442015196156,0.693649480280966,0.300292809423371,0.125550337174594,0.183656684723022,9
"156","I",0.291335937805891,0.221474400302826,0.071628322522239,0.101921663489909,0.0296045020216907,0.0242499940282302,0.0354316313380922,5
"157","I",0.442643940149707,0.302757392425242,0.127057433442981,0.369864613574857,0.158869263788191,0.0883583988983248,0.0985117820445671,6
"158","I",0.33951074707966,0.269555609554256,0.0950708801662067,0.222506236932387,0.0773252271363388,0.0398341242243028,0.0699690914712414,8
"159","M",0.662883155314198,0.52956506372602,0.179448179199295,1.50851619051811,0.772230534727227,0.335686891108135,0.402660665646158,11
"160","F",0.655040885249325,0.526292313980884,0.192849193103272,1.52062786794959,0.674899381287252,0.430957207712541,0.468293131993112,12
"161","M",0.60105446359998,0.491392861108848,0.158015921236783,1.08190078476688,0.518892084841136,0.239611192013461,0.296733590362939,11
"162","M",0.551833460909465,0.386436003034007,0.184459030053458,0.833052010000958,0.271466914579198,0.136458003530925,0.249187623877535,14
"163","M",0.50487375914184,0.43002659544198,0.137706745675972,0.592288077703726,0.237832927602293,0.101922607659439,0.253306486251838,14
"164","I",0.38751782297749,0.278001631169269,0.0920784045171202,0.295597390731836,0.107465341308248,0.0423598291150019,0.0918927835001676,6
"165","F",0.499638697447499,0.379997774463648,0.151363455623186,0.603833182201748,0.268031867739303,0.135346584198932,0.179259150875028,14
"166","I",0.459761999603639,0.372374520565358,0.127783254134798,0.49687590942093,0.230691389317472,0.11223674388146,0.135931350899353,8
"167","F",0.52925342492021,0.44180447297587,0.141666630061182,0.651444232344967,0.324775181904942,0.158661527783947,0.17950753450131,10
"168","M",0.595682438460938,0.492586371164959,0.163563860164483,1.03983868025989,0.443151331970965,0.231318338516585,0.360034976242315,12
"169","M",0.383196934042401,0.277532738142385,0.0880720918565825,0.268664989394719,0.128268468286932,0.0433032476794667,0.124352281652333,8
"170","I",0.566167047813098,0.426664729965391,0.146877430866822,0.680639014184318,0.281874241562604,0.148683668552136,0.389647571551863,9
"171","F",0.43189379645246,0.356406214066228,0.113426032480501,0.431834384020484,0.168329958683484,0.115490232641493,0.125957585608276,7
"172","I",0.612827274136933,0.500398704135369,0.167825191835872,1.28649606691551,0.369981211118787,0.261402975105237,0.360343056081454,14
"173","M",0.528406096899155,0.420553289571428,0.146392508598643,0.690590812945756,0.274584362772793,0.173691077062652,0.23358487148427,11
"174","F",0.611095422540245,0.508879837118663,0.158244054230229,1.35989614382696,0.585556679880087,0.255291476789413,0.354534351029474,10
"175","F",0.673218733508178,0.563453656033549,0.201377759725325,2.02083450648633,0.775418416707039,0.450277277053614,0.459209964946945,19
"176","M",0.486668271373111,0.39242176443129,0.144593568966062,0.520532225007354,0.20218212351185,0.127653543638685,0.227125792620123,14
"177","I",0.571792324878682,0.426900887269065,0.106332887169834,0.81075429957827,0.412836252610878,0.147769055345691,0.237764278934706,10
"178","F",0.696692632192565,0.560570488683634,0.203326505152354,2.00149206106007,1.04664564778189,0.394084867280317,0.466459777403663,11
"179","M",0.611609331577118,0.469892445627803,0.121357718733938,0.859175499540211,0.419964420207043,0.162609447163096,0.247231974586902,8
"180","M",0.59023764786611,0.464373347653137,0.161852111018095,1.0659306813248,0.612504407456644,0.247874906967538,0.285872532233902,9
"181","F",0.662206123891348,0.536899402025025,0.197925697324402,1.63554957268987,0.803514033498893,0.344071671636376,0.479780225429054,9
"182","M",0.676880388140529,0.500323572422244,0.188149008963336,1.4784672527182,0.582551872870989,0.290529717532334,0.463655605291551,9
"183","I",0.478226543192656,0.379859358844614,0.137024796675772,0.480038557338165,0.204685273609573,0.121432240387417,0.140703266348308,9
"184","M",0.287828742158475,0.211717938241271,0.0647703836128204,0.0887125062363788,0.044457167822869,0.028550453423087,0.031465938983205,5
"185","M",0.555961311508436,0.449934529884541,0.12190626848199,0.952516272789577,0.368973438550096,0.173025595138629,0.2688681545235,12
"186","F",0.528079618079819,0.34676007653543,0.185743545727216,1.16125311731464,0.498652465418409,0.306720461974368,0.331205664717838,9
"187","I",0.463722556571789,0.358697375376882,0.11510621504269,0.476530436123678,0.235680040693484,0.105877938353981,0.133071089786352,10
"188","F",0.642044705589302,0.478598277692167,0.160932113213558,1.18484706684825,0.574337825862626,0.229443782345321,0.263183258096451,9
"189","M",0.507656340839633,0.373585074496322,0.142497196619061,0.749271932242868,0.264017122552478,0.174768294979828,0.247270559163362,12
"190","I",0.559676860893172,0.436722564968741,0.112353665824508,0.732480320362354,0.33140760005557,0.136756987567176,0.248266730003273,11
"191","I",0.386825876508647,0.306354199069878,0.103218569389031,0.277706025835249,0.101665994856523,0.0542591101292276,0.100735371051168,10
"192","M",0.507548477256475,0.381827286194446,0.133848861308471,0.513776023350806,0.250377935825201,0.114070516421483,0.196297752862281,8
"193","F",0.637920776852602,0.499671647355285,0.164124395322019,1.3340814631833,0.650886637854705,0.23940693959706,0.336382126987193,10
"194","I",0.297424147001159,0.219013845012042,0.063983793359723,0.13638494081076,0.0634166572333871,0.0296240530147758,0.0399282648869213,6
"195","M",0.647979919488687,0.495161793835666,0.171015083388665,1.28643111947844,0.644685940141585,0.278945729310218,0.304693220939895,9
"196","M",0.532682661087322,0.423396495911477,0.15729391961167,0.84093021379938,0.483699081425288,0.237207996710375,0.373961912836695,8
"197","F",0.667671067874339,0.525051891305082,0.2018225366787,1.38265788478014,0.537614093728329,0.328509289369196,0.383866830486691,13
"198","M",0.568694032272658,0.451047967481693,0.149174463516922,0.955594238213535,0.422882218302816,0.141187967150057,0.224965990324289,9
"199","I",0.499248885655495,0.399147931831011,0.133478997946342,0.748672345086894,0.365487642487163,0.138819327602797,0.177149195359984,7
"200","I",0.320396737448732,0.230203658453838,0.0789566140191508,0.127340499814186,0.0444929068799473,0.0235382287290841,0.0418109099969823,6
"201","M",0.572409783232622,0.457337705233206,0.156942991265497,1.02897707030481,0.49085288564837,0.210790705225856,0.289323304731256,9
"202","F",0.602151486449086,0.496634462029935,0.152987308328236,1.17642073851473,0.563190807887858,0.260639083242383,0.304049744913837,10
"203","I",0.476196502733721,0.351256057061993,0.115560498529634,0.444001804278304,0.226683186261023,0.110173222201305,0.142936432870724,13
"204","I",0.422246090926115,0.32248369065074,0.111087816772426,0.404327831848435,0.117499512852433,0.069180383951217,0.0767092133464914,6
"205","F",0.565358516630828,0.420275011129217,0.133023593290021,0.726370901394253,0.348586741413333,0.133433018021269,0.24750857392461,11
"206","I",0.36238959713566,0.289091870014516,0.0964131969060602,0.240288832560553,0.0942669139690174,0.0597198789224867,0.0837135891631266,7
"207","I",0.527144119939802,0.398678599633656,0.131955500442566,0.669491078367621,0.302578790670074,0.142884602616841,0.193113561843936,10
"208","I",0.533800200311021,0.413884753382299,0.10932679871379,0.653256289898495,0.23782809693609,0.12886076057123,0.163947264290315,9
"209","F",0.6017585479725,0.488182187174728,0.160020355046463,1.19937839190999,0.55385383444687,0.258991536417571,0.289130185797024,13
"210","M",0.616177825901971,0.478707355243733,0.168257874539852,1.30804791757138,0.549633928901018,0.302256351648566,0.377664586286924,14
"211","F",0.546553224058465,0.432200771170628,0.161220222450726,0.686084196655156,0.292940224438719,0.164495139136941,0.253796747014668,17
"212","I",0.481234958821484,0.383375474040748,0.100543649514582,0.531865504952439,0.277892566417187,0.117440451292559,0.173919107496836,9
"213","M",0.643174930933168,0.515023971197816,0.193006356718244,1.38506225541016,0.520448033808292,0.356353631811101,0.40068945151396,19
"214","M",0.607555794013501,0.512135099220181,0.182711654999188,1.19370888883667,0.407089010791214,0.237735778083176,0.390440918123621,9
"215","I",0.414488952696743,0.324539775646767,0.0932547371684043,0.349485680496464,0.128169222136606,0.0844280977827531,0.100050495058751,7
"216","F",0.602222290479733,0.474949932261707,0.160931774386168,1.06742743366808,0.507916289762676,0.241306699086222,0.314639666918374,11
"217","I",0.49811983467312,0.381455270567981,0.130344321935897,0.610532089080183,0.225518920277853,0.128339385278163,0.192808231825538,8
"218","I",0.138530146788664,0.124294801492389,0.0403556714574396,0.0319616542266885,0.00620012950628074,0.00541806028934872,0.0141482808683691,3
